Ano,Estado,Mês,Número,Periodo
2005,Paraíba,Janeiro,178,012005
2006,Paraíba,Janeiro,83,012006
2007,Paraíba,Janeiro,69,012007
2008,Paraíba,Janeiro,77,012008
2009,Paraíba,Janeiro,115,012009
2010,Paraíba,Janeiro,46,012010
2011,Paraíba,Janeiro,11,012011
2012,Paraíba,Janeiro,61,012012
2013,Paraíba,Janeiro,38,012013
2014,Paraíba,Janeiro,75,012014
2015,Paraíba,Janeiro,42,012015
2016,Paraíba,Janeiro,18,012016
2017,Paraíba,Janeiro,23,012017
1998,Paraíba,Fevereiro,0,021998
1999,Paraíba,Fevereiro,2,021999
2000,Paraíba,Fevereiro,11,022000
2001,Paraíba,Fevereiro,6,022001
2002,Paraíba,Fevereiro,18,022002
2003,Paraíba,Fevereiro,3,022003
2004,Paraíba,Fevereiro,3,022004
2005,Paraíba,Fevereiro,15,022005
2006,Paraíba,Fevereiro,7,022006
2007,Paraíba,Fevereiro,7,022007
2008,Paraíba,Fevereiro,20,022008
2009,Paraíba,Fevereiro,9,022009
2010,Paraíba,Fevereiro,15,022010
2011,Paraíba,Fevereiro,5,022011
2012,Paraíba,Fevereiro,15,022012
2013,Paraíba,Fevereiro,9,022013
2014,Paraíba,Fevereiro,6,022014
2015,Paraíba,Fevereiro,15,022015
2016,Paraíba,Fevereiro,4,022016
2017,Paraíba,Fevereiro,8,022017
1998,Paraíba,Março,0,031998
1999,Paraíba,Março,1,031999
2000,Paraíba,Março,5,032000
2001,Paraíba,Março,0,032001
2002,Paraíba,Março,3,032002
2003,Paraíba,Março,0,032003
2004,Paraíba,Março,3,032004
2005,Paraíba,Março,13,032005
2006,Paraíba,Março,4,032006
2007,Paraíba,Março,1,032007
2008,Paraíba,Março,8,032008
2009,Paraíba,Março,2,032009
2010,Paraíba,Março,16,032010
2011,Paraíba,Março,6,032011
2012,Paraíba,Março,4,032012
2013,Paraíba,Março,3,032013
2014,Paraíba,Março,18,032014
2015,Paraíba,Março,7,032015
2016,Paraíba,Março,1,032016
2017,Paraíba,Março,2,032017
1998,Paraíba,Abril,0,041998
1999,Paraíba,Abril,3,041999
2000,Paraíba,Abril,1,042000
2001,Paraíba,Abril,0,042001
2002,Paraíba,Abril,1,042002
2003,Paraíba,Abril,0,042003
2004,Paraíba,Abril,3,042004
2005,Paraíba,Abril,2,042005
2006,Paraíba,Abril,0,042006
2007,Paraíba,Abril,0,042007
2008,Paraíba,Abril,0,042008
2009,Paraíba,Abril,1,042009
2010,Paraíba,Abril,2,042010
2011,Paraíba,Abril,2,042011
2012,Paraíba,Abril,13,042012
2013,Paraíba,Abril,6,042013
2014,Paraíba,Abril,8,042014
2015,Paraíba,Abril,11,042015
2016,Paraíba,Abril,1,042016
2017,Paraíba,Abril,1,042017
1998,Paraíba,Maio,0,051998
1999,Paraíba,Maio,0,051999
2000,Paraíba,Maio,0,052000
2001,Paraíba,Maio,4,052001
2002,Paraíba,Maio,1,052002
2003,Paraíba,Maio,0,052003
2004,Paraíba,Maio,1,052004
2005,Paraíba,Maio,0,052005
2006,Paraíba,Maio,0,052006
2007,Paraíba,Maio,0,052007
2008,Paraíba,Maio,0,052008
2009,Paraíba,Maio,0,052009
2010,Paraíba,Maio,10,052010
2011,Paraíba,Maio,0,052011
2012,Paraíba,Maio,10,052012
2013,Paraíba,Maio,3,052013
2014,Paraíba,Maio,1,052014
2015,Paraíba,Maio,6,052015
2016,Paraíba,Maio,1,052016
2017,Paraíba,Maio,1,052017
1998,Paraíba,Junho,3,061998
1999,Paraíba,Junho,1,061999
2000,Paraíba,Junho,2,062000
2001,Paraíba,Junho,0,062001
2002,Paraíba,Junho,1,062002
2003,Paraíba,Junho,0,062003
2004,Paraíba,Junho,0,062004
2005,Paraíba,Junho,0,062005
2006,Paraíba,Junho,0,062006
2007,Paraíba,Junho,0,062007
2008,Paraíba,Junho,0,062008
2009,Paraíba,Junho,0,062009
2010,Paraíba,Junho,3,062010
2011,Paraíba,Junho,2,062011
2012,Paraíba,Junho,5,062012
2013,Paraíba,Junho,3,062013
2014,Paraíba,Junho,1,062014
2015,Paraíba,Junho,0,062015
2016,Paraíba,Junho,4,062016
2017,Paraíba,Junho,0,062017
1998,Paraíba,Julho,0,071998
1999,Paraíba,Julho,1,071999
2000,Paraíba,Julho,0,072000
2001,Paraíba,Julho,8,072001
2002,Paraíba,Julho,8,072002
2003,Paraíba,Julho,6,072003
2004,Paraíba,Julho,1,072004
2005,Paraíba,Julho,0,072005
2006,Paraíba,Julho,1,072006
2007,Paraíba,Julho,1,072007
2008,Paraíba,Julho,0,072008
2009,Paraíba,Julho,3,072009
2010,Paraíba,Julho,7,072010
2011,Paraíba,Julho,6,072011
2012,Paraíba,Julho,5,072012
2013,Paraíba,Julho,1,072013
2014,Paraíba,Julho,9,072014
2015,Paraíba,Julho,3,072015
2016,Paraíba,Julho,22,072016
2017,Paraíba,Julho,2,072017
1998,Paraíba,Agosto,3,081998
1999,Paraíba,Agosto,4,081999
2000,Paraíba,Agosto,7,082000
2001,Paraíba,Agosto,34,082001
2002,Paraíba,Agosto,38,082002
2003,Paraíba,Agosto,14,082003
2004,Paraíba,Agosto,18,082004
2005,Paraíba,Agosto,0,082005
2006,Paraíba,Agosto,3,082006
2007,Paraíba,Agosto,8,082007
2008,Paraíba,Agosto,1,082008
2009,Paraíba,Agosto,4,082009
2010,Paraíba,Agosto,9,082010
2011,Paraíba,Agosto,12,082011
2012,Paraíba,Agosto,13,082012
2013,Paraíba,Agosto,3,082013
2014,Paraíba,Agosto,30,082014
2015,Paraíba,Agosto,5,082015
2016,Paraíba,Agosto,50,082016
2017,Paraíba,Agosto,3,082017
1998,Paraíba,Setembro,50,091998
1999,Paraíba,Setembro,14,091999
2000,Paraíba,Setembro,9,092000
2001,Paraíba,Setembro,98,092001
2002,Paraíba,Setembro,63,092002
2003,Paraíba,Setembro,81,092003
2004,Paraíba,Setembro,34,092004
2005,Paraíba,Setembro,13,092005
2006,Paraíba,Setembro,27,092006
2007,Paraíba,Setembro,22,092007
2008,Paraíba,Setembro,21,092008
2009,Paraíba,Setembro,28,092009
2010,Paraíba,Setembro,37,092010
2011,Paraíba,Setembro,55,092011
2012,Paraíba,Setembro,71,092012
2013,Paraíba,Setembro,25,092013
2014,Paraíba,Setembro,51,092014
2015,Paraíba,Setembro,48,092015
2016,Paraíba,Setembro,131,092016
2017,Paraíba,Setembro,30,092017
1998,Paraíba,Outubro,179,101998
1999,Paraíba,Outubro,48,101999
2000,Paraíba,Outubro,125,102000
2001,Paraíba,Outubro,279,102001
2002,Paraíba,Outubro,193,102002
2003,Paraíba,Outubro,381,102003
2004,Paraíba,Outubro,190,102004
2005,Paraíba,Outubro,155,102005
2006,Paraíba,Outubro,135,102006
2007,Paraíba,Outubro,111,102007
2008,Paraíba,Outubro,80,102008
2009,Paraíba,Outubro,117,102009
2010,Paraíba,Outubro,150,102010
2011,Paraíba,Outubro,200,102011
2012,Paraíba,Outubro,136,102012
2013,Paraíba,Outubro,58,102013
2014,Paraíba,Outubro,70,102014
2015,Paraíba,Outubro,121,102015
2016,Paraíba,Outubro,304,102016
2017,Paraíba,Outubro,123,102017
1998,Paraíba,Novembro,46,111998
1999,Paraíba,Novembro,38,111999
2000,Paraíba,Novembro,65,112000
2001,Paraíba,Novembro,294,112001
2002,Paraíba,Novembro,238,112002
2003,Paraíba,Novembro,538,112003
2004,Paraíba,Novembro,331,112004
2005,Paraíba,Novembro,280,112005
2006,Paraíba,Novembro,215,112006
2007,Paraíba,Novembro,256,112007
2008,Paraíba,Novembro,175,112008
2009,Paraíba,Novembro,428,112009
2010,Paraíba,Novembro,451,112010
2011,Paraíba,Novembro,359,112011
2012,Paraíba,Novembro,130,112012
2013,Paraíba,Novembro,95,112013
2014,Paraíba,Novembro,111,112014
2015,Paraíba,Novembro,206,112015
2016,Paraíba,Novembro,132,112016
2017,Paraíba,Novembro,101,112017
1998,Paraíba,Dezembro,51,121998
1999,Paraíba,Dezembro,40,121999
2000,Paraíba,Dezembro,34,122000
2001,Paraíba,Dezembro,70,122001
2002,Paraíba,Dezembro,163,122002
2003,Paraíba,Dezembro,288,122003
2004,Paraíba,Dezembro,351,122004
2005,Paraíba,Dezembro,159,122005
2006,Paraíba,Dezembro,196,122006
2007,Paraíba,Dezembro,133,122007
2008,Paraíba,Dezembro,187,122008
2009,Paraíba,Dezembro,270,122009
2010,Paraíba,Dezembro,65,122010
2011,Paraíba,Dezembro,179,122011
2012,Paraíba,Dezembro,62,122012
2013,Paraíba,Dezembro,78,122013
2014,Paraíba,Dezembro,62,122014
2015,Paraíba,Dezembro,122,122015
2016,Paraíba,Dezembro,8,122016
1998,Paraná,Janeiro,0,011998
1999,Paraná,Janeiro,7,011999
2000,Paraná,Janeiro,49,012000
2001,Paraná,Janeiro,32,012001
2002,Paraná,Janeiro,47,012002
2003,Paraná,Janeiro,109,012003
2004,Paraná,Janeiro,88,012004
2005,Paraná,Janeiro,55,012005
2006,Paraná,Janeiro,78,012006
2007,Paraná,Janeiro,11,012007
2008,Paraná,Janeiro,35,012008
2009,Paraná,Janeiro,35,012009
2010,Paraná,Janeiro,18,012010
2011,Paraná,Janeiro,35,012011
2012,Paraná,Janeiro,31,012012
2013,Paraná,Janeiro,28,012013
2014,Paraná,Janeiro,86,012014
2015,Paraná,Janeiro,120,012015
2016,Paraná,Janeiro,113,012016
2017,Paraná,Janeiro,55,012017
1998,Paraná,Fevereiro,0,021998
1999,Paraná,Fevereiro,22,021999
2000,Paraná,Fevereiro,67,022000
2001,Paraná,Fevereiro,8,022001
2002,Paraná,Fevereiro,24,022002
2003,Paraná,Fevereiro,46,022003
2004,Paraná,Fevereiro,42,022004
2005,Paraná,Fevereiro,77,022005
2006,Paraná,Fevereiro,60,022006
2007,Paraná,Fevereiro,32,022007
2008,Paraná,Fevereiro,38,022008
2009,Paraná,Fevereiro,21,022009
2010,Paraná,Fevereiro,46,022010
2011,Paraná,Fevereiro,8,022011
2012,Paraná,Fevereiro,40,022012
2013,Paraná,Fevereiro,9,022013
2014,Paraná,Fevereiro,52,022014
2015,Paraná,Fevereiro,58,022015
2016,Paraná,Fevereiro,31,022016
2017,Paraná,Fevereiro,60,022017
1998,Paraná,Março,0,031998
1999,Paraná,Março,40,031999
2000,Paraná,Março,52,032000
2001,Paraná,Março,12,032001
2002,Paraná,Março,18,032002
2003,Paraná,Março,76,032003
2004,Paraná,Março,83,032004
2005,Paraná,Março,84,032005
2006,Paraná,Março,56,032006
2007,Paraná,Março,54,032007
2008,Paraná,Março,43,032008
2009,Paraná,Março,57,032009
2010,Paraná,Março,22,032010
2011,Paraná,Março,21,032011
2012,Paraná,Março,55,032012
2013,Paraná,Março,18,032013
2014,Paraná,Março,42,032014
2015,Paraná,Março,55,032015
2016,Paraná,Março,63,032016
2017,Paraná,Março,43,032017
1998,Paraná,Abril,0,041998
1999,Paraná,Abril,39,041999
2000,Paraná,Abril,51,042000
2001,Paraná,Abril,43,042001
2002,Paraná,Abril,84,042002
2003,Paraná,Abril,130,042003
2004,Paraná,Abril,68,042004
2005,Paraná,Abril,22,042005
2006,Paraná,Abril,49,042006
2007,Paraná,Abril,14,042007
2008,Paraná,Abril,62,042008
2009,Paraná,Abril,80,042009
2010,Paraná,Abril,71,042010
2011,Paraná,Abril,38,042011
2012,Paraná,Abril,38,042012
2013,Paraná,Abril,72,042013
2014,Paraná,Abril,38,042014
2015,Paraná,Abril,83,042015
2016,Paraná,Abril,167,042016
2017,Paraná,Abril,77,042017
1998,Paraná,Maio,0,051998
1999,Paraná,Maio,57,051999
2000,Paraná,Maio,43,052000
2001,Paraná,Maio,26,052001
2002,Paraná,Maio,65,052002
2003,Paraná,Maio,115,052003
2004,Paraná,Maio,9,052004
2005,Paraná,Maio,125,052005
2006,Paraná,Maio,90,052006
2007,Paraná,Maio,14,052007
2008,Paraná,Maio,41,052008
2009,Paraná,Maio,117,052009
2010,Paraná,Maio,39,052010
2011,Paraná,Maio,97,052011
2012,Paraná,Maio,86,052012
2013,Paraná,Maio,85,052013
2014,Paraná,Maio,109,052014
2015,Paraná,Maio,77,052015
2016,Paraná,Maio,72,052016
2017,Paraná,Maio,49,052017
1998,Paraná,Junho,36,061998
1999,Paraná,Junho,31,061999
2000,Paraná,Junho,53,062000
2001,Paraná,Junho,43,062001
2002,Paraná,Junho,115,062002
2003,Paraná,Junho,159,062003
2004,Paraná,Junho,147,062004
2005,Paraná,Junho,114,062005
2006,Paraná,Junho,62,062006
2007,Paraná,Junho,57,062007
2008,Paraná,Junho,17,062008
2009,Paraná,Junho,105,062009
2010,Paraná,Junho,55,062010
2011,Paraná,Junho,162,062011
2012,Paraná,Junho,77,062012
2013,Paraná,Junho,52,062013
2014,Paraná,Junho,112,062014
2015,Paraná,Junho,201,062015
2016,Paraná,Junho,238,062016
2017,Paraná,Junho,169,062017
1998,Paraná,Julho,59,071998
1999,Paraná,Julho,94,071999
2000,Paraná,Julho,98,072000
2001,Paraná,Julho,122,072001
2002,Paraná,Julho,172,072002
2003,Paraná,Julho,101,072003
2004,Paraná,Julho,148,072004
2005,Paraná,Julho,155,072005
2006,Paraná,Julho,139,072006
2007,Paraná,Julho,60,072007
2008,Paraná,Julho,87,072008
2009,Paraná,Julho,34,072009
2010,Paraná,Julho,196,072010
2011,Paraná,Julho,262,072011
2012,Paraná,Julho,111,072012
2013,Paraná,Julho,168,072013
2014,Paraná,Julho,215,072014
2015,Paraná,Julho,137,072015
2016,Paraná,Julho,504,072016
2017,Paraná,Julho,891,072017
1998,Paraná,Agosto,42,081998
1999,Paraná,Agosto,938,081999
2000,Paraná,Agosto,849,082000
2001,Paraná,Agosto,342,082001
2002,Paraná,Agosto,1593,082002
2003,Paraná,Agosto,1896,082003
2004,Paraná,Agosto,1237,082004
2005,Paraná,Agosto,800,082005
2006,Paraná,Agosto,844,082006
2007,Paraná,Agosto,580,082007
2008,Paraná,Agosto,205,082008
2009,Paraná,Agosto,844,082009
2010,Paraná,Agosto,733,082010
2011,Paraná,Agosto,435,082011
2012,Paraná,Agosto,522,082012
2013,Paraná,Agosto,481,082013
2014,Paraná,Agosto,646,082014
2015,Paraná,Agosto,651,082015
2016,Paraná,Agosto,1010,082016
2017,Paraná,Agosto,987,082017
1998,Paraná,Setembro,61,091998
1999,Paraná,Setembro,878,091999
2000,Paraná,Setembro,381,092000
2001,Paraná,Setembro,258,092001
2002,Paraná,Setembro,1071,092002
2003,Paraná,Setembro,2446,092003
2004,Paraná,Setembro,1360,092004
2005,Paraná,Setembro,386,092005
2006,Paraná,Setembro,866,092006
2007,Paraná,Setembro,960,092007
2008,Paraná,Setembro,413,092008
2009,Paraná,Setembro,149,092009
2010,Paraná,Setembro,270,092010
2011,Paraná,Setembro,913,092011
2012,Paraná,Setembro,459,092012
2013,Paraná,Setembro,476,092013
2014,Paraná,Setembro,443,092014
2015,Paraná,Setembro,599,092015
2016,Paraná,Setembro,1371,092016
2017,Paraná,Setembro,1706,092017
1998,Paraná,Outubro,61,101998
1999,Paraná,Outubro,452,101999
2000,Paraná,Outubro,658,102000
2001,Paraná,Outubro,209,102001
2002,Paraná,Outubro,399,102002
2003,Paraná,Outubro,1228,102003
2004,Paraná,Outubro,666,102004
2005,Paraná,Outubro,157,102005
2006,Paraná,Outubro,327,102006
2007,Paraná,Outubro,194,102007
2008,Paraná,Outubro,78,102008
2009,Paraná,Outubro,424,102009
2010,Paraná,Outubro,230,102010
2011,Paraná,Outubro,256,102011
2012,Paraná,Outubro,145,102012
2013,Paraná,Outubro,233,102013
2014,Paraná,Outubro,411,102014
2015,Paraná,Outubro,158,102015
2016,Paraná,Outubro,193,102016
2017,Paraná,Outubro,134,102017
1998,Paraná,Novembro,143,111998
1999,Paraná,Novembro,447,111999
2000,Paraná,Novembro,85,112000
2001,Paraná,Novembro,89,112001
2002,Paraná,Novembro,425,112002
2003,Paraná,Novembro,503,112003
2004,Paraná,Novembro,388,112004
2005,Paraná,Novembro,597,112005
2006,Paraná,Novembro,60,112006
2007,Paraná,Novembro,59,112007
2008,Paraná,Novembro,39,112008
2009,Paraná,Novembro,90,112009
2010,Paraná,Novembro,183,112010
2011,Paraná,Novembro,138,112011
2012,Paraná,Novembro,142,112012
2013,Paraná,Novembro,126,112013
2014,Paraná,Novembro,68,112014
2015,Paraná,Novembro,18,112015
2016,Paraná,Novembro,275,112016
2017,Paraná,Novembro,292,112017
1998,Paraná,Dezembro,82,121998
1999,Paraná,Dezembro,254,121999
2000,Paraná,Dezembro,159,122000
2001,Paraná,Dezembro,85,122001
2002,Paraná,Dezembro,165,122002
2003,Paraná,Dezembro,171,122003
2004,Paraná,Dezembro,151,122004
2005,Paraná,Dezembro,40,122005
2006,Paraná,Dezembro,6,122006
2007,Paraná,Dezembro,22,122007
2008,Paraná,Dezembro,62,122008
2009,Paraná,Dezembro,30,122009
2010,Paraná,Dezembro,37,122010
2011,Paraná,Dezembro,78,122011
2012,Paraná,Dezembro,54,122012
2013,Paraná,Dezembro,155,122013
2014,Paraná,Dezembro,78,122014
2015,Paraná,Dezembro,30,122015
2016,Paraná,Dezembro,45,122016
1998,Pernambuco,Janeiro,0,011998
1999,Pernambuco,Janeiro,102,011999
2000,Pernambuco,Janeiro,3,012000
2001,Pernambuco,Janeiro,7,012001
2002,Pernambuco,Janeiro,10,012002
2003,Pernambuco,Janeiro,188,012003
2004,Pernambuco,Janeiro,29,012004
2005,Pernambuco,Janeiro,221,012005
2006,Pernambuco,Janeiro,148,012006
2007,Pernambuco,Janeiro,156,012007
2008,Pernambuco,Janeiro,170,012008
2009,Pernambuco,Janeiro,256,012009
2010,Pernambuco,Janeiro,47,012010
2011,Pernambuco,Janeiro,49,012011
2012,Pernambuco,Janeiro,146,012012
2013,Pernambuco,Janeiro,55,012013
2014,Pernambuco,Janeiro,99,012014
2015,Pernambuco,Janeiro,109,012015
2016,Pernambuco,Janeiro,24,012016
2017,Pernambuco,Janeiro,52,012017
1998,Pernambuco,Fevereiro,0,021998
1999,Pernambuco,Fevereiro,13,021999
2000,Pernambuco,Fevereiro,4,022000
2001,Pernambuco,Fevereiro,2,022001
2002,Pernambuco,Fevereiro,19,022002
2003,Pernambuco,Fevereiro,35,022003
2004,Pernambuco,Fevereiro,8,022004
2005,Pernambuco,Fevereiro,33,022005
2006,Pernambuco,Fevereiro,41,022006
2007,Pernambuco,Fevereiro,21,022007
2008,Pernambuco,Fevereiro,48,022008
2009,Pernambuco,Fevereiro,28,022009
2010,Pernambuco,Fevereiro,33,022010
2011,Pernambuco,Fevereiro,25,022011
2012,Pernambuco,Fevereiro,64,022012
2013,Pernambuco,Fevereiro,29,022013
2014,Pernambuco,Fevereiro,25,022014
2015,Pernambuco,Fevereiro,55,022015
2016,Pernambuco,Fevereiro,19,022016
2017,Pernambuco,Fevereiro,23,022017
1998,Pernambuco,Março,0,031998
1999,Pernambuco,Março,27,031999
2000,Pernambuco,Março,14,032000
2001,Pernambuco,Março,0,032001
2002,Pernambuco,Março,24,032002
2003,Pernambuco,Março,9,032003
2004,Pernambuco,Março,6,032004
2005,Pernambuco,Março,45,032005
2006,Pernambuco,Março,18,032006
2007,Pernambuco,Março,4,032007
2008,Pernambuco,Março,32,032008
2009,Pernambuco,Março,15,032009
2010,Pernambuco,Março,59,032010
2011,Pernambuco,Março,39,032011
2012,Pernambuco,Março,44,032012
2013,Pernambuco,Março,40,032013
2014,Pernambuco,Março,36,032014
2015,Pernambuco,Março,33,032015
2016,Pernambuco,Março,4,032016
2017,Pernambuco,Março,7,032017
1998,Pernambuco,Abril,0,041998
1999,Pernambuco,Abril,2,041999
2000,Pernambuco,Abril,1,042000
2001,Pernambuco,Abril,2,042001
2002,Pernambuco,Abril,5,042002
2003,Pernambuco,Abril,7,042003
2004,Pernambuco,Abril,5,042004
2005,Pernambuco,Abril,1,042005
2006,Pernambuco,Abril,2,042006
2007,Pernambuco,Abril,1,042007
2008,Pernambuco,Abril,5,042008
2009,Pernambuco,Abril,3,042009
2010,Pernambuco,Abril,2,042010
2011,Pernambuco,Abril,22,042011
2012,Pernambuco,Abril,46,042012
2013,Pernambuco,Abril,11,042013
2014,Pernambuco,Abril,10,042014
2015,Pernambuco,Abril,30,042015
2016,Pernambuco,Abril,8,042016
2017,Pernambuco,Abril,9,042017
1998,Pernambuco,Maio,0,051998
1999,Pernambuco,Maio,6,051999
2000,Pernambuco,Maio,7,052000
2001,Pernambuco,Maio,5,052001
2002,Pernambuco,Maio,13,052002
2003,Pernambuco,Maio,1,052003
2004,Pernambuco,Maio,2,052004
2005,Pernambuco,Maio,1,052005
2006,Pernambuco,Maio,1,052006
2007,Pernambuco,Maio,0,052007
2008,Pernambuco,Maio,0,052008
2009,Pernambuco,Maio,0,052009
2010,Pernambuco,Maio,8,052010
2011,Pernambuco,Maio,1,052011
2012,Pernambuco,Maio,36,052012
2013,Pernambuco,Maio,9,052013
2014,Pernambuco,Maio,4,052014
2015,Pernambuco,Maio,17,052015
2016,Pernambuco,Maio,6,052016
2017,Pernambuco,Maio,13,052017
1998,Pernambuco,Junho,1,061998
1999,Pernambuco,Junho,7,061999
2000,Pernambuco,Junho,4,062000
2001,Pernambuco,Junho,2,062001
2002,Pernambuco,Junho,1,062002
2003,Pernambuco,Junho,2,062003
2004,Pernambuco,Junho,4,062004
2005,Pernambuco,Junho,3,062005
2006,Pernambuco,Junho,0,062006
2007,Pernambuco,Junho,1,062007
2008,Pernambuco,Junho,0,062008
2009,Pernambuco,Junho,1,062009
2010,Pernambuco,Junho,1,062010
2011,Pernambuco,Junho,4,062011
2012,Pernambuco,Junho,12,062012
2013,Pernambuco,Junho,12,062013
2014,Pernambuco,Junho,3,062014
2015,Pernambuco,Junho,3,062015
2016,Pernambuco,Junho,4,062016
2017,Pernambuco,Junho,5,062017
1998,Pernambuco,Julho,5,071998
1999,Pernambuco,Julho,2,071999
2000,Pernambuco,Julho,0,072000
2001,Pernambuco,Julho,6,072001
2002,Pernambuco,Julho,8,072002
2003,Pernambuco,Julho,5,072003
2004,Pernambuco,Julho,13,072004
2005,Pernambuco,Julho,1,072005
2006,Pernambuco,Julho,1,072006
2007,Pernambuco,Julho,3,072007
2008,Pernambuco,Julho,0,072008
2009,Pernambuco,Julho,1,072009
2010,Pernambuco,Julho,7,072010
2011,Pernambuco,Julho,2,072011
2012,Pernambuco,Julho,11,072012
2013,Pernambuco,Julho,4,072013
2014,Pernambuco,Julho,11,072014
2015,Pernambuco,Julho,13,072015
2016,Pernambuco,Julho,17,072016
2017,Pernambuco,Julho,2,072017
1998,Pernambuco,Agosto,12,081998
1999,Pernambuco,Agosto,3,081999
2000,Pernambuco,Agosto,31,082000
2001,Pernambuco,Agosto,27,082001
2002,Pernambuco,Agosto,37,082002
2003,Pernambuco,Agosto,26,082003
2004,Pernambuco,Agosto,41,082004
2005,Pernambuco,Agosto,10,082005
2006,Pernambuco,Agosto,8,082006
2007,Pernambuco,Agosto,20,082007
2008,Pernambuco,Agosto,2,082008
2009,Pernambuco,Agosto,10,082009
2010,Pernambuco,Agosto,29,082010
2011,Pernambuco,Agosto,27,082011
2012,Pernambuco,Agosto,27,082012
2013,Pernambuco,Agosto,14,082013
2014,Pernambuco,Agosto,23,082014
2015,Pernambuco,Agosto,21,082015
2016,Pernambuco,Agosto,42,082016
2017,Pernambuco,Agosto,20,082017
1998,Pernambuco,Setembro,177,091998
1999,Pernambuco,Setembro,64,091999
2000,Pernambuco,Setembro,130,092000
2001,Pernambuco,Setembro,298,092001
2002,Pernambuco,Setembro,374,092002
2003,Pernambuco,Setembro,510,092003
2004,Pernambuco,Setembro,192,092004
2005,Pernambuco,Setembro,154,092005
2006,Pernambuco,Setembro,147,092006
2007,Pernambuco,Setembro,164,092007
2008,Pernambuco,Setembro,92,092008
2009,Pernambuco,Setembro,164,092009
2010,Pernambuco,Setembro,179,092010
2011,Pernambuco,Setembro,243,092011
2012,Pernambuco,Setembro,192,092012
2013,Pernambuco,Setembro,143,092013
2014,Pernambuco,Setembro,63,092014
2015,Pernambuco,Setembro,116,092015
2016,Pernambuco,Setembro,171,092016
2017,Pernambuco,Setembro,69,092017
1998,Pernambuco,Outubro,372,101998
1999,Pernambuco,Outubro,180,101999
2000,Pernambuco,Outubro,411,102000
2001,Pernambuco,Outubro,461,102001
2002,Pernambuco,Outubro,638,102002
2003,Pernambuco,Outubro,859,102003
2004,Pernambuco,Outubro,545,102004
2005,Pernambuco,Outubro,408,102005
2006,Pernambuco,Outubro,310,102006
2007,Pernambuco,Outubro,702,102007
2008,Pernambuco,Outubro,274,102008
2009,Pernambuco,Outubro,254,102009
2010,Pernambuco,Outubro,347,102010
2011,Pernambuco,Outubro,461,102011
2012,Pernambuco,Outubro,222,102012
2013,Pernambuco,Outubro,161,102013
2014,Pernambuco,Outubro,174,102014
2015,Pernambuco,Outubro,194,102015
2016,Pernambuco,Outubro,319,102016
2017,Pernambuco,Outubro,256,102017
1998,Pernambuco,Novembro,141,111998
1999,Pernambuco,Novembro,41,111999
2000,Pernambuco,Novembro,64,112000
2001,Pernambuco,Novembro,208,112001
2002,Pernambuco,Novembro,521,112002
2003,Pernambuco,Novembro,560,112003
2004,Pernambuco,Novembro,465,112004
2005,Pernambuco,Novembro,452,112005
2006,Pernambuco,Novembro,385,112006
2007,Pernambuco,Novembro,359,112007
2008,Pernambuco,Novembro,363,112008
2009,Pernambuco,Novembro,486,112009
2010,Pernambuco,Novembro,831,112010
2011,Pernambuco,Novembro,352,112011
2012,Pernambuco,Novembro,181,112012
2013,Pernambuco,Novembro,110,112013
2014,Pernambuco,Novembro,111,112014
2015,Pernambuco,Novembro,315,112015
2016,Pernambuco,Novembro,191,112016
2017,Pernambuco,Novembro,66,112017
1998,Pernambuco,Dezembro,59,121998
1999,Pernambuco,Dezembro,16,121999
2000,Pernambuco,Dezembro,22,122000
2001,Pernambuco,Dezembro,62,122001
2002,Pernambuco,Dezembro,259,122002
2003,Pernambuco,Dezembro,229,122003
2004,Pernambuco,Dezembro,373,122004
2005,Pernambuco,Dezembro,191,122005
2006,Pernambuco,Dezembro,207,122006
2007,Pernambuco,Dezembro,200,122007
2008,Pernambuco,Dezembro,203,122008
2009,Pernambuco,Dezembro,351,122009
2010,Pernambuco,Dezembro,117,122010
2011,Pernambuco,Dezembro,364,122011
2012,Pernambuco,Dezembro,108,122012
2013,Pernambuco,Dezembro,141,122013
2014,Pernambuco,Dezembro,101,122014
2015,Pernambuco,Dezembro,176,122015
2016,Pernambuco,Dezembro,161,122016
1998,Piauí,Janeiro,0,011998
1999,Piauí,Janeiro,21,011999
2000,Piauí,Janeiro,5,012000
2001,Piauí,Janeiro,29,012001
2002,Piauí,Janeiro,33,012002
2003,Piauí,Janeiro,86,012003
2004,Piauí,Janeiro,42,012004
2005,Piauí,Janeiro,94,012005
2006,Piauí,Janeiro,133,012006
2007,Piauí,Janeiro,123,012007
2008,Piauí,Janeiro,61,012008
2009,Piauí,Janeiro,79,012009
2010,Piauí,Janeiro,99,012010
2011,Piauí,Janeiro,39,012011
2012,Piauí,Janeiro,80,012012
2013,Piauí,Janeiro,72,012013
2014,Piauí,Janeiro,79,012014
2015,Piauí,Janeiro,92,012015
2016,Piauí,Janeiro,94,012016
2017,Piauí,Janeiro,85,012017
1998,Piauí,Fevereiro,0,021998
1999,Piauí,Fevereiro,22,021999
2000,Piauí,Fevereiro,12,022000
2001,Piauí,Fevereiro,0,022001
2002,Piauí,Fevereiro,160,022002
2003,Piauí,Fevereiro,3,022003
2004,Piauí,Fevereiro,20,022004
2005,Piauí,Fevereiro,26,022005
2006,Piauí,Fevereiro,23,022006
2007,Piauí,Fevereiro,11,022007
2008,Piauí,Fevereiro,21,022008
